"x" "color" "y"
"95" "14" "Actual Neg" "11"
"96" "14" "Actual Neg" "12"
"97" "14" "Actual Neg" "13"
"98" "14" "Actual Neg" "14"
"99" "14" "Actual Neg" "15"
"100" "14" "Actual Neg" "16"
"101" "14" "Actual Neg" "17"
"102" "14" "Actual Neg" "18"
"103" "14" "Actual Neg" "2"
"104" "14" "Actual Neg" "3"
"105" "14" "Actual Neg" "4"
"106" "14" "Actual Neg" "5"
"107" "14" "Actual Neg" "6"
"108" "14" "Actual Neg" "7"
"109" "14" "Actual Neg" "8"
"110" "14" "Actual Neg" "9"
"111" "15" "Actual Neg" "1"
"112" "15" "Actual Neg" "10"
"113" "15" "Actual Neg" "11"
"114" "15" "Actual Neg" "12"
"115" "15" "Actual Neg" "13"
"116" "15" "Actual Neg" "14"
"117" "15" "Actual Neg" "15"
"118" "15" "Actual Neg" "16"
"119" "15" "Actual Neg" "17"
"120" "15" "Actual Neg" "18"
"121" "15" "Actual Neg" "2"
"122" "15" "Actual Neg" "3"
"123" "15" "Actual Neg" "4"
"124" "15" "Actual Neg" "5"
"125" "15" "Actual Neg" "6"
"126" "15" "Actual Neg" "7"
"127" "15" "Actual Neg" "8"
"128" "15" "Actual Neg" "9"
"129" "16" "Actual Neg" "1"
"130" "16" "Actual Neg" "10"
"131" "16" "Actual Neg" "11"
"132" "16" "Actual Neg" "12"
"133" "16" "Actual Neg" "13"
"134" "16" "Actual Neg" "14"
"135" "16" "Actual Neg" "15"
"136" "16" "Actual Neg" "16"
"137" "16" "Actual Neg" "17"
"138" "16" "Actual Neg" "18"
"139" "16" "Actual Neg" "2"
"140" "16" "Actual Neg" "3"
"141" "16" "Actual Neg" "4"
"142" "16" "Actual Neg" "5"
"143" "16" "Actual Neg" "6"
"144" "16" "Actual Neg" "7"
"145" "16" "Actual Neg" "8"
"146" "16" "Actual Neg" "9"
"147" "17" "Actual Neg" "1"
"148" "17" "Actual Neg" "10"
"149" "17" "Actual Neg" "11"
"150" "17" "Actual Neg" "12"
"151" "17" "Actual Neg" "13"
"152" "17" "Actual Neg" "14"
"153" "17" "Actual Neg" "15"
"154" "17" "Actual Neg" "16"
"155" "17" "Actual Neg" "17"
"156" "17" "Actual Neg" "18"
"157" "17" "Actual Neg" "2"
"158" "17" "Actual Neg" "3"
"159" "17" "Actual Neg" "4"
"160" "17" "Actual Neg" "5"
"161" "17" "Actual Neg" "6"
"162" "17" "Actual Neg" "7"
"163" "17" "Actual Neg" "8"
"164" "17" "Actual Neg" "9"
"165" "18" "Actual Neg" "1"
"166" "18" "Actual Neg" "10"
"167" "18" "Actual Neg" "11"
"168" "18" "Actual Neg" "12"
"169" "18" "Actual Neg" "13"
"170" "18" "Actual Neg" "14"
"171" "18" "Actual Neg" "15"
"172" "18" "Actual Neg" "16"
"173" "18" "Actual Neg" "17"
"174" "18" "Actual Neg" "18"
"175" "18" "Actual Neg" "2"
"176" "18" "Actual Neg" "3"
"177" "18" "Actual Neg" "4"
"178" "18" "Actual Neg" "5"
"179" "18" "Actual Neg" "6"
"180" "18" "Actual Neg" "7"
"181" "18" "Actual Neg" "8"
"182" "18" "Actual Neg" "9"
"183" "19" "Actual Neg" "1"
"184" "19" "Actual Neg" "10"
"185" "19" "Actual Neg" "11"
"186" "19" "Actual Neg" "12"
"187" "19" "Actual Neg" "13"
"188" "19" "Actual Neg" "14"
"189" "19" "Actual Neg" "15"
"190" "19" "Actual Neg" "16"
"191" "19" "Actual Neg" "17"
"192" "19" "Actual Neg" "18"
"193" "19" "Actual Neg" "2"
"194" "19" "Actual Neg" "3"
"195" "19" "Actual Neg" "4"
"196" "19" "Actual Neg" "5"
"197" "19" "Actual Neg" "6"
"198" "19" "Actual Neg" "7"
"199" "19" "Actual Neg" "8"
"200" "19" "Actual Neg" "9"
"201" "2" "Actual Neg" "1"
"202" "2" "Actual Neg" "10"
"203" "2" "Actual Neg" "11"
"204" "2" "Actual Neg" "12"
"205" "2" "Actual Neg" "13"
"206" "2" "Actual Neg" "14"
"207" "2" "Actual Neg" "15"
"208" "2" "Actual Neg" "16"
"209" "2" "Actual Neg" "17"
"210" "2" "Actual Neg" "18"
"211" "2" "Actual Neg" "2"
"212" "2" "Actual Neg" "3"
"213" "2" "Actual Neg" "4"
"214" "2" "Actual Neg" "5"
"215" "2" "Actual Neg" "6"
"216" "2" "Actual Neg" "7"
"217" "2" "Actual Neg" "8"
"218" "2" "Actual Neg" "9"
"219" "20" "Actual Neg" "1"
"220" "20" "Actual Neg" "10"
"221" "20" "Actual Neg" "11"
"222" "20" "Actual Neg" "12"
"223" "20" "Actual Neg" "13"
"224" "20" "Actual Neg" "14"
"225" "20" "Actual Neg" "15"
"226" "20" "Actual Neg" "16"
"227" "20" "Actual Neg" "17"
"228" "20" "Actual Neg" "18"
"229" "20" "Actual Neg" "2"
"230" "20" "Actual Neg" "3"
"231" "20" "Actual Neg" "4"
"232" "20" "Actual Neg" "5"
"233" "20" "Actual Neg" "6"
"234" "20" "Actual Neg" "7"
"235" "20" "Actual Neg" "8"
"236" "20" "Actual Neg" "9"
"237" "21" "Actual Neg" "1"
"238" "21" "Actual Neg" "10"
"239" "21" "Actual Neg" "11"
"240" "21" "Actual Neg" "12"
"241" "21" "Actual Neg" "13"
"242" "21" "Actual Neg" "14"
"243" "21" "Actual Neg" "15"
"244" "21" "Actual Neg" "16"
"245" "21" "Actual Neg" "17"
"246" "21" "Actual Neg" "18"
"247" "21" "Actual Neg" "2"
"248" "21" "Actual Neg" "3"
"249" "21" "Actual Neg" "4"
"250" "21" "Actual Neg" "5"
"251" "21" "Actual Neg" "6"
"252" "21" "Actual Neg" "7"
"253" "21" "Actual Neg" "8"
"254" "21" "Actual Neg" "9"
"255" "22" "Actual Neg" "1"
"256" "22" "Actual Neg" "10"
"257" "22" "Actual Neg" "11"
"258" "22" "Actual Neg" "12"
"259" "22" "Actual Neg" "13"
"260" "22" "Actual Neg" "14"
"261" "22" "Actual Neg" "15"
"262" "22" "Actual Neg" "16"
"263" "22" "Actual Neg" "17"
"264" "22" "Actual Neg" "18"
"265" "22" "Actual Neg" "2"
"266" "22" "Actual Neg" "3"
"267" "22" "Actual Neg" "4"
"268" "22" "Actual Neg" "5"
"269" "22" "Actual Neg" "6"
"270" "22" "Actual Neg" "7"
"271" "22" "Actual Neg" "8"
"272" "22" "Actual Neg" "9"
"273" "23" "Actual Neg" "1"
"274" "23" "Actual Neg" "10"
"275" "23" "Actual Neg" "11"
"276" "23" "Actual Neg" "12"
"277" "23" "Actual Neg" "13"
"278" "23" "Actual Neg" "14"
"279" "23" "Actual Neg" "15"
"280" "23" "Actual Neg" "16"
"281" "23" "Actual Neg" "17"
"282" "23" "Actual Neg" "18"
"283" "23" "Actual Neg" "2"
"284" "23" "Actual Neg" "3"
"285" "23" "Actual Neg" "4"
"286" "23" "Actual Neg" "5"
"287" "23" "Actual Neg" "6"
"288" "23" "Actual Neg" "7"
"289" "23" "Actual Neg" "8"
"290" "23" "Actual Neg" "9"
"291" "24" "Actual Neg" "1"
"292" "24" "Actual Neg" "10"
"293" "24" "Actual Neg" "11"
"294" "24" "Actual Neg" "12"
"295" "24" "Actual Neg" "13"
"296" "24" "Actual Neg" "14"
"297" "24" "Actual Neg" "15"
"298" "24" "Actual Neg" "16"
"299" "24" "Actual Neg" "17"
"300" "24" "Actual Neg" "18"
"301" "24" "Actual Neg" "2"
"302" "24" "Actual Neg" "3"
"303" "24" "Actual Neg" "4"
"304" "24" "Actual Neg" "5"
"305" "24" "Actual Neg" "6"
"306" "24" "Actual Neg" "7"
"307" "24" "Actual Neg" "8"
"308" "24" "Actual Neg" "9"
"309" "25" "Actual Neg" "1"
"310" "25" "Actual Neg" "10"
"311" "25" "Actual Neg" "11"
"312" "25" "Actual Neg" "12"
"313" "25" "Actual Neg" "13"
"314" "25" "Actual Neg" "14"
"315" "25" "Actual Neg" "15"
"316" "25" "Actual Neg" "16"
"317" "25" "Actual Neg" "17"
"318" "25" "Actual Neg" "18"
"319" "25" "Actual Neg" "2"
"320" "25" "Actual Neg" "3"
"321" "25" "Actual Neg" "4"
"322" "25" "Actual Neg" "5"
"323" "25" "Actual Neg" "6"
"324" "25" "Actual Neg" "7"
"325" "25" "Actual Neg" "8"
"326" "25" "Actual Neg" "9"
"327" "3" "Actual Neg" "1"
"328" "3" "Actual Neg" "10"
"329" "3" "Actual Neg" "11"
"330" "3" "Actual Neg" "12"
"331" "3" "Actual Neg" "13"
"332" "3" "Actual Neg" "14"
"333" "3" "Actual Neg" "15"
"334" "3" "Actual Neg" "16"
"335" "3" "Actual Neg" "17"
"336" "3" "Actual Neg" "18"
"337" "3" "Actual Neg" "2"
"338" "3" "Actual Neg" "3"
"339" "3" "Actual Neg" "4"
"340" "3" "Actual Neg" "5"
"341" "3" "Actual Neg" "6"
"342" "3" "Actual Neg" "7"
"343" "3" "Actual Neg" "8"
"344" "3" "Actual Neg" "9"
"345" "4" "Actual Neg" "1"
"346" "4" "Actual Neg" "10"
"347" "4" "Actual Neg" "11"
"348" "4" "Actual Neg" "12"
"349" "4" "Actual Neg" "13"
"350" "4" "Actual Neg" "14"
"351" "4" "Actual Neg" "15"
"352" "4" "Actual Neg" "16"
"353" "4" "Actual Neg" "17"
"354" "4" "Actual Neg" "18"
"355" "4" "Actual Neg" "2"
"356" "4" "Actual Neg" "3"
"357" "4" "Actual Neg" "4"
"358" "4" "Actual Neg" "5"
"359" "4" "Actual Neg" "6"
"360" "4" "Actual Neg" "7"
"361" "4" "Actual Neg" "8"
"362" "4" "Actual Neg" "9"
"363" "5" "Actual Neg" "1"
"364" "5" "Actual Neg" "10"
"365" "5" "Actual Neg" "11"
"366" "5" "Actual Neg" "12"
"367" "5" "Actual Neg" "13"
"368" "5" "Actual Neg" "14"
"369" "5" "Actual Neg" "15"
"370" "5" "Actual Neg" "16"
"371" "5" "Actual Neg" "17"
"372" "5" "Actual Neg" "18"
"373" "5" "Actual Neg" "2"
"374" "5" "Actual Neg" "3"
"375" "5" "Actual Neg" "4"
"376" "5" "Actual Neg" "5"
"377" "5" "Actual Neg" "6"
"378" "5" "Actual Neg" "7"
"379" "5" "Actual Neg" "8"
"380" "5" "Actual Neg" "9"
"381" "6" "Actual Neg" "1"
"382" "6" "Actual Neg" "10"
"383" "6" "Actual Neg" "11"
"384" "6" "Actual Neg" "12"
"385" "6" "Actual Neg" "13"
"386" "6" "Actual Neg" "14"
"387" "6" "Actual Neg" "15"
"388" "6" "Actual Neg" "16"
"389" "6" "Actual Neg" "17"
"390" "6" "Actual Neg" "18"
"391" "6" "Actual Neg" "2"
"392" "6" "Actual Neg" "3"
"393" "6" "Actual Neg" "4"
"394" "6" "Actual Neg" "5"
"395" "6" "Actual Neg" "6"
"396" "6" "Actual Neg" "7"
"397" "6" "Actual Neg" "8"
"398" "6" "Actual Neg" "9"
"399" "7" "Actual Neg" "1"
"400" "7" "Actual Neg" "10"
"401" "7" "Actual Neg" "11"
"402" "7" "Actual Neg" "12"
"403" "7" "Actual Neg" "13"
"404" "7" "Actual Neg" "14"
"405" "7" "Actual Neg" "15"
"406" "7" "Actual Neg" "16"
"407" "7" "Actual Neg" "17"
"408" "7" "Actual Neg" "18"
"409" "7" "Actual Neg" "2"
"410" "7" "Actual Neg" "3"
"411" "7" "Actual Neg" "4"
"412" "7" "Actual Neg" "5"
"413" "7" "Actual Neg" "6"
"414" "7" "Actual Neg" "7"
"415" "7" "Actual Neg" "8"
"416" "7" "Actual Neg" "9"
"417" "8" "Actual Neg" "1"
"418" "8" "Actual Neg" "10"
"419" "8" "Actual Neg" "11"
"420" "8" "Actual Neg" "12"
"421" "8" "Actual Neg" "13"
"422" "8" "Actual Neg" "14"
"423" "8" "Actual Neg" "15"
"424" "8" "Actual Neg" "16"
"425" "8" "Actual Neg" "17"
"426" "8" "Actual Neg" "18"
"427" "8" "Actual Neg" "2"
"428" "8" "Actual Neg" "3"
"429" "8" "Actual Neg" "4"
"430" "8" "Actual Neg" "5"
"431" "8" "Actual Neg" "6"
"432" "8" "Actual Neg" "7"
"433" "8" "Actual Neg" "8"
"434" "8" "Actual Neg" "9"
"435" "9" "Actual Neg" "1"
"436" "9" "Actual Neg" "10"
"437" "9" "Actual Neg" "11"
"438" "9" "Actual Neg" "12"
"439" "9" "Actual Neg" "13"
"440" "9" "Actual Neg" "14"
"441" "9" "Actual Neg" "15"
"442" "9" "Actual Neg" "16"
"443" "9" "Actual Neg" "17"
"444" "9" "Actual Neg" "18"
"445" "9" "Actual Neg" "2"
"446" "9" "Actual Neg" "3"
"447" "9" "Actual Neg" "4"
"448" "9" "Actual Neg" "5"
"449" "9" "Actual Neg" "6"
"450" "9" "Actual Neg" "7"
"451" "9" "Actual Neg" "8"
"452" "9" "Actual Neg" "9"
